section,file,part,staff,notes,mean pitch,mean fret,max fret,range (midi),outcome
chorales,BWV_0665a.gp5,Guitar IV,Guitar III,253,56.0,3.1,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0665a.gp5,Bass,Bass,64,44.1,2.6,9,40-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666.gp5,Guitar I,Guitar III,364,59.6,2.7,15,44-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666.gp5,Guitar II,Guitar II,282,59.8,3.5,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666.gp5,Guitar III,Guitar IV,254,54.2,1.9,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666.gp5,Guitar IV,Guitar I,219,61.0,2.6,13,40-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666.gp5,Bass,Bass,73,42.8,3.6,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666a.gp5,Guitar I,Guitar I,320,60.7,2.9,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666a.gp5,Guitar II,Guitar III,300,59.8,2.7,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666a.gp5,Guitar III,Guitar IV,261,55.5,1.6,7,40-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666a.gp5,Guitar IV,Guitar II,240,59.9,3.5,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0666a.gp5,Bass,Bass,70,44.9,4.3,11,28-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667.gp5,Guitar I,Guitar I,261,66.3,4.4,15,48-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667.gp5,Guitar II,Guitar II,267,65.2,4.6,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667.gp5,Guitar III,Guitar III,317,64.1,3.8,20,52-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667.gp5,Guitar IV,Guitar IV,168,62.0,4.6,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667.gp5,Bass,Bass,98,47.6,5.4,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667a.gp5,Guitar I,Guitar II,296,64.7,2.7,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667a.gp5,Guitar II,Guitar I,283,65.8,5.8,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667a.gp5,Guitar III,Guitar IV,282,63.2,4.5,17,47-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667a.gp5,Guitar IV,Guitar III,131,64.7,5.0,15,48-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667a.gp5,Bass,Bass,98,47.5,5.3,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667b.gp5,Guitar I,Guitar III,298,64.6,2.7,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667b.gp5,Guitar II,Guitar II,268,64.7,4.9,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667b.gp5,Guitar III,Guitar IV,296,64.1,5.1,18,47-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667b.gp5,Guitar IV,Guitar I,133,65.3,5.3,15,48-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0667b.gp5,Bass,Bass,98,47.5,5.3,12,36-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0668.gp5,Guitar I,Guitar III,152,59.1,1.8,6,50-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0668.gp5,Guitar II,Guitar II,152,62.1,1.8,7,52-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0668.gp5,Guitar III,Guitar I,61,76.7,12.7,20,64-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0668.gp5,Bass,Bass,121,48.6,6.5,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0668a.gp5,Guitar I,Guitar III,262,60.5,1.6,7,50-71,left as it is - already sits well
chorales,BWV_0668a.gp5,Guitar II,Guitar II,261,61.4,2.0,8,47-72,left as it is - already sits well
chorales,BWV_0668a.gp5,Guitar III,Guitar I,112,62.4,3.6,10,51-74,left as it is - already sits well
chorales,BWV_0668a.gp5,Guitar IV,Guitar IV,34,59.4,1.3,8,52-72,left as it is - already sits well
chorales,BWV_0668a.gp5,Bass,Bass,234,47.9,5.8,12,38-55,left as it is - already sits well
chorales,BWV_0669.gp5,Guitar I,Guitar III,221,62.8,3.0,11,51-74,left as it is - already sits well
chorales,BWV_0669.gp5,Guitar II,Guitar II,217,62.9,2.7,10,50-74,left as it is - already sits well
chorales,BWV_0669.gp5,Guitar III,Guitar I,92,66.4,4.8,11,53-75,left as it is - already sits well
chorales,BWV_0669.gp5,Guitar IV,Guitar IV,19,60.9,2.6,8,54-72,left as it is - already sits well
chorales,BWV_0669.gp5,Bass,Bass,240,38.7,1.9,6,29-48,left as it is - already sits well
chorales,BWV_0670.gp5,Guitar I,Guitar I,394,72.2,9.1,20,57-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0670.gp5,Guitar II,Guitar III,328,67.0,5.4,20,53-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0670.gp5,Guitar III,Guitar II,182,67.1,5.2,16,53-80,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0670.gp5,Bass,Bass,355,38.8,1.6,6,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0671.gp5,Guitar I,Guitar II,419,67.1,5.7,20,53-84,whole piece -3 semitones
chorales,BWV_0671.gp5,Guitar II,Guitar I,406,69.6,8.7,20,46-84,whole piece -3 semitones
chorales,BWV_0671.gp5,Guitar III,Guitar III,368,65.7,5.3,17,48-81,whole piece -3 semitones
chorales,BWV_0671.gp5,Guitar IV,Guitar IV,319,64.1,4.9,18,48-82,whole piece -3 semitones
chorales,BWV_0671.gp5,Bass,Bass,60,47.2,4.6,10,41-53,whole piece -3 semitones
chorales,BWV_0672.gp5,Guitar I,Guitar I,103,69.0,5.4,15,62-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0672.gp5,Guitar II,Guitar III,107,51.7,1.5,4,43-62,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0672.gp5,Guitar III,Guitar II,107,64.8,3.5,15,54-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0672.gp5,Bass,Bass,106,44.0,4.1,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0673.gp5,Guitar I,Guitar I,131,70.9,7.7,18,52-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0673.gp5,Guitar II,Guitar II,137,62.2,3.3,15,50-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0673.gp5,Guitar III,Guitar III,128,58.5,3.3,15,43-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0673.gp5,Bass,Bass,114,45.1,3.7,10,28-53,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0674.gp5,Guitar I,Guitar I,153,72.5,9.0,18,59-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0674.gp5,Guitar II,Guitar III,162,58.0,3.0,13,45-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0674.gp5,Guitar III,Guitar II,139,61.1,1.6,7,50-71,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0674.gp5,Bass,Bass,114,45.2,3.6,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0675.gp5,Guitar I,Guitar I,500,65.5,5.8,20,41-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0675.gp5,Guitar II,Guitar II,462,64.5,6.8,18,40-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0675.gp5,Guitar III,Guitar III,345,62.1,3.9,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0675.gp5,Bass,Bass,153,43.2,4.1,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0676.gp5,Guitar I,Guitar II,1048,66.9,5.2,20,51-84,whole piece -2 semitones
chorales,BWV_0676.gp5,Guitar II,Guitar I,921,70.2,7.4,20,52-84,whole piece -2 semitones
chorales,BWV_0676.gp5,Bass,Bass,545,39.3,2.1,10,28-50,"whole piece -2 semitones, drop D"
chorales,BWV_0676a.gp5,Guitar I,Guitar III,424,61.0,2.2,12,44-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0676a.gp5,Guitar II,Guitar II,276,64.3,3.7,17,52-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0676a.gp5,Guitar III,Guitar I,22,65.9,1.9,3,64-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0676a.gp5,Bass,Bass,163,43.5,2.5,7,36-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0677.gp5,Guitar I,Guitar I,187,67.8,5.7,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0677.gp5,Guitar II,Guitar II,171,60.3,4.7,19,42-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0677.gp5,Bass,Bass,123,44.3,4.0,11,28-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0678.gp5,Guitar I,Guitar I,548,68.8,5.8,20,43-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0678.gp5,Guitar II,Guitar III,424,61.6,4.1,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0678.gp5,Guitar III,Guitar IV,426,61.3,4.1,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0678.gp5,Guitar IV,Guitar II,344,65.1,5.1,19,43-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0678.gp5,Bass,Bass,119,45.1,5.5,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0679.gp5,Guitar I,Guitar II,304,62.9,3.8,20,47-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0679.gp5,Guitar II,Guitar III,332,61.9,3.1,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0679.gp5,Guitar III,Guitar I,229,68.9,7.3,19,45-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0679.gp5,Bass,Bass,176,45.4,5.0,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0680.gp5,Guitar I,Guitar II,403,68.1,6.0,18,50-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0680.gp5,Guitar II,Guitar I,377,68.1,5.7,17,53-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0680.gp5,Guitar III,Guitar III,365,67.3,7.6,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0680.gp5,Guitar IV,Guitar IV,153,60.9,2.8,10,48-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0680.gp5,Bass,Bass,169,39.9,1.9,7,29-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0681.gp5,Guitar I,Guitar IV,128,56.6,2.3,9,47-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0681.gp5,Guitar II,Guitar II,126,65.9,3.7,14,57-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0681.gp5,Guitar III,Guitar I,99,66.1,6.4,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0681.gp5,Guitar IV,Guitar III,61,58.2,3.2,13,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0681.gp5,Bass,Bass,23,45.2,6.1,11,32-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0682.gp5,Guitar I,Guitar II,632,67.9,5.1,20,55-84,whole piece -2 semitones
chorales,BWV_0682.gp5,Guitar II,Guitar I,742,69.3,6.8,20,50-84,whole piece -2 semitones
chorales,BWV_0682.gp5,Guitar III,Guitar IV,411,66.3,5.1,20,51-84,whole piece -2 semitones
chorales,BWV_0682.gp5,Guitar IV,Guitar III,245,67.7,6.0,17,52-81,whole piece -2 semitones
chorales,BWV_0682.gp5,Bass,Bass,520,38.8,2.0,8,28-50,"whole piece -2 semitones, drop D"
chorales,BWV_0683.gp5,Guitar I,Guitar II,122,68.8,7.2,22,40-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683.gp5,Guitar II,Guitar IV,98,62.7,4.1,13,40-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683.gp5,Guitar III,Guitar III,148,65.6,5.1,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683.gp5,Guitar IV,Guitar I,110,71.8,9.6,22,50-86,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683a.gp5,Guitar I,Guitar I,180,64.4,4.5,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683a.gp5,Guitar II,Guitar III,218,57.2,2.4,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683a.gp5,Guitar III,Guitar II,222,57.9,2.1,10,43-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683a.gp5,Guitar IV,Guitar IV,176,53.5,1.9,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0683a.gp5,Bass,Bass,50,38.9,2.8,12,29-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684.gp5,Guitar I,Guitar I,604,66.5,6.8,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684.gp5,Guitar II,Guitar IV,542,61.4,3.4,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684.gp5,Guitar III,Guitar III,624,61.5,4.2,18,41-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684.gp5,Guitar IV,Guitar II,463,62.0,5.4,17,41-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684.gp5,Bass,Bass,161,45.1,4.2,12,32-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684a.gp5,Guitar I,Guitar IV,680,56.3,1.8,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684a.gp5,Guitar II,Guitar I,461,68.0,7.6,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684a.gp5,Guitar III,Guitar II,351,63.8,6.7,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684a.gp5,Guitar IV,Guitar III,251,61.2,6.2,19,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0684a.gp5,Bass,Bass,85,43.0,3.9,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0685.gp5,Guitar I,Guitar I,150,66.5,6.3,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0685.gp5,Guitar II,Guitar II,180,54.8,1.6,6,40-70,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0685.gp5,Bass,Bass,139,43.1,3.8,12,32-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0686.gp5,Guitar I,Guitar I,473,64.9,5.4,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0686.gp5,Guitar II,Guitar III,409,61.4,4.3,16,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0686.gp5,Guitar III,Guitar IV,393,59.5,2.8,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0686.gp5,Guitar IV,Guitar II,339,63.8,4.9,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0686.gp5,Bass,Bass,232,40.1,2.9,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0687.gp5,Guitar I,Guitar I,414,62.1,2.4,10,42-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0687.gp5,Guitar II,Guitar IV,350,55.9,2.4,12,42-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0687.gp5,Guitar III,Guitar III,306,58.0,4.0,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0687.gp5,Guitar IV,Guitar II,252,61.9,2.7,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0687.gp5,Bass,Bass,137,41.9,4.1,12,28-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0688.gp5,Guitar I,Guitar I,712,65.5,5.2,20,40-84,"whole piece -2 semitones, drop D"
chorales,BWV_0688.gp5,Guitar II,Guitar IV,666,61.9,4.9,20,40-84,"whole piece -2 semitones, drop D"
chorales,BWV_0688.gp5,Guitar III,Guitar II,545,64.2,4.9,18,45-82,whole piece -2 semitones
chorales,BWV_0688.gp5,Guitar IV,Guitar III,338,63.5,5.6,20,45-84,whole piece -2 semitones
chorales,BWV_0688.gp5,Bass,Bass,60,41.1,1.6,7,38-50,whole piece -2 semitones
chorales,BWV_0689.gp5,Guitar I,Guitar IV,261,56.2,1.6,4,46-66,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0689.gp5,Guitar II,Guitar III,365,64.5,3.3,11,55-75,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0689.gp5,Guitar III,Guitar I,343,71.5,8.2,20,64-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0689.gp5,Guitar IV,Guitar II,28,69.1,5.9,9,61-73,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0689.gp5,Bass,Bass,294,37.2,2.2,6,29-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0690.gp5,Guitar I,Guitar II,307,63.3,3.1,12,40-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0690.gp5,Guitar II,Guitar I,249,65.7,5.7,17,40-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0690.gp5,Guitar III,Guitar IV,238,56.0,1.9,8,40-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0690.gp5,Guitar IV,Guitar III,191,56.5,1.8,8,41-72,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0690.gp5,Bass,Bass,88,40.1,3.0,10,28-53,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691.gp5,Guitar I,Guitar I,111,67.2,5.6,17,48-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691.gp5,Guitar II,Guitar II,97,63.8,3.6,10,44-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691.gp5,Guitar III,Guitar III,67,55.2,2.0,10,45-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691.gp5,Bass,Bass,70,42.2,3.1,9,28-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691a.gp5,Guitar I,Guitar I,274,66.6,5.2,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691a.gp5,Guitar II,Guitar III,249,62.7,5.2,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691a.gp5,Guitar III,Guitar IV,194,60.8,4.0,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691a.gp5,Guitar IV,Guitar II,126,63.9,4.5,20,48-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0691a.gp5,Bass,Bass,26,44.0,3.7,7,28-50,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0692.gp5,Guitar I,Guitar II,135,54.8,1.3,4,43-60,left as it is - already sits well
chorales,BWV_0692.gp5,Guitar II,Guitar I,153,58.3,2.5,10,41-74,left as it is - already sits well
chorales,BWV_0692.gp5,Bass,Bass,124,46.8,4.9,10,31-53,left as it is - already sits well
chorales,BWV_0692a.gp5,Guitar I,Guitar III,147,54.9,1.3,4,43-62,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0692a.gp5,Guitar II,Guitar II,175,57.5,2.4,12,41-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0692a.gp5,Guitar III,Guitar I,128,69.3,7.2,13,43-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0693.gp5,Guitar I,Guitar III,146,60.1,1.4,8,48-72,left as it is - already sits well
chorales,BWV_0693.gp5,Guitar II,Guitar II,138,65.1,3.2,12,55-76,left as it is - already sits well
chorales,BWV_0693.gp5,Guitar III,Guitar I,77,65.2,4.0,15,52-76,left as it is - already sits well
chorales,BWV_0693.gp5,Bass,Bass,114,37.9,1.9,5,31-48,left as it is - already sits well
chorales,BWV_0694.gp5,Guitar I,Guitar II,749,60.1,2.5,10,41-74,"whole piece -3 semitones, drop D"
chorales,BWV_0694.gp5,Guitar II,Guitar I,801,73.7,11.0,20,58-84,whole piece -3 semitones
chorales,BWV_0694.gp5,Bass,Bass,62,47.2,4.2,10,43-53,whole piece -3 semitones
chorales,BWV_0695.gp5,Guitar I,Guitar I,617,69.9,7.8,20,41-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0695.gp5,Guitar II,Guitar II,592,68.8,7.7,20,40-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0695.gp5,Guitar III,Guitar III,411,58.3,2.9,15,40-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0695.gp5,Bass,Bass,177,48.6,6.5,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0695a.gp5,Guitar I,Guitar I,541,68.0,8.0,20,49-84,whole piece -1 semitones
chorales,BWV_0695a.gp5,Guitar II,Guitar II,506,64.1,5.3,20,43-84,whole piece -1 semitones
chorales,BWV_0695a.gp5,Guitar III,Guitar III,272,55.9,3.9,18,40-82,"whole piece -1 semitones, drop D"
chorales,BWV_0695a.gp5,Bass,Bass,123,42.5,3.9,12,29-55,whole piece -1 semitones
chorales,BWV_0696.gp5,Guitar I,Guitar III,97,55.8,1.7,5,47-69,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0696.gp5,Guitar II,Guitar I,87,68.5,6.3,17,50-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0696.gp5,Guitar III,Guitar II,77,65.8,7.1,17,50-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0696.gp5,Bass,Bass,50,39.3,2.7,9,28-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0697.gp5,Guitar I,Guitar III,105,55.6,1.6,4,43-67,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0697.gp5,Guitar II,Guitar I,109,65.9,4.1,15,52-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0697.gp5,Guitar III,Guitar II,106,64.3,6.2,19,41-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0697.gp5,Bass,Bass,77,41.6,1.9,11,33-54,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0698.gp5,Guitar I,Guitar II,128,64.1,4.2,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0698.gp5,Guitar II,Guitar IV,118,58.1,2.3,14,40-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0698.gp5,Guitar III,Guitar I,97,66.3,5.8,20,42-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0698.gp5,Guitar IV,Guitar III,58,62.8,4.7,12,43-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0698.gp5,Bass,Bass,14,42.3,3.2,8,28-51,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699.gp5,Guitar I,Guitar I,109,70.7,7.1,17,62-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699.gp5,Guitar II,Guitar II,96,63.5,3.0,10,55-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699.gp5,Bass,Bass,57,38.4,1.6,4,29-46,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699_a.gp5,Guitar I,Guitar I,109,72.7,9.0,19,64-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699_a.gp5,Guitar II,Guitar II,96,65.5,3.2,12,57-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0699_a.gp5,Bass,Bass,57,40.2,2.0,5,28-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0700.gp5,Guitar I,Guitar I,238,66.4,4.5,12,50-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0700.gp5,Guitar II,Guitar II,270,64.7,5.3,15,43-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0700.gp5,Guitar III,Guitar IV,214,58.7,2.5,13,43-76,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0700.gp5,Guitar IV,Guitar III,146,59.4,3.1,15,43-79,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0700.gp5,Bass,Bass,40,43.4,2.5,5,36-48,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0701.gp5,Guitar I,Guitar II,256,58.0,2.4,19,40-83,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0701.gp5,Guitar II,Guitar I,179,69.9,7.0,20,55-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0701.gp5,Bass,Bass,201,40.6,2.1,9,31-52,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0702.gp5,Guitar I,Guitar IV,145,64.6,5.2,20,51-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0702.gp5,Guitar II,Guitar III,139,66.7,5.4,18,50-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0702.gp5,Guitar III,Guitar II,95,67.2,6.5,18,48-82,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0702.gp5,Guitar IV,Guitar I,25,67.6,5.3,14,53-78,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0702.gp5,Bass,Bass,112,47.1,5.4,12,38-55,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0703.gp5,Guitar I,Guitar II,146,69.2,5.8,13,60-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0703.gp5,Guitar II,Guitar III,117,65.7,6.0,17,46-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0703.gp5,Guitar III,Guitar I,55,71.1,10.3,20,45-84,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0705.gp5,Guitar I,Guitar III,190,56.3,1.7,5,49-69,left as it is - already sits well
chorales,BWV_0705.gp5,Guitar II,Guitar II,133,62.0,2.3,8,45-72,left as it is - already sits well
chorales,BWV_0705.gp5,Guitar III,Guitar I,72,67.3,5.0,12,50-76,left as it is - already sits well
chorales,BWV_0705.gp5,Bass,Bass,162,48.9,7.1,12,38-55,left as it is - already sits well
chorales,BWV_0706.gp5,Guitar I,Guitar I,117,66.1,4.0,12,50-76,left as it is - already sits well
chorales,BWV_0706.gp5,Guitar II,Guitar II,115,63.8,4.1,12,45-76,left as it is - already sits well
chorales,BWV_0706.gp5,Guitar III,Guitar III,139,60.4,1.7,5,54-69,left as it is - already sits well
chorales,BWV_0706.gp5,Guitar IV,Guitar IV,117,51.6,2.0,7,41-71,left as it is - already sits well
chorales,BWV_0706.gp5,Bass,Bass,38,42.0,3.9,9,33-52,left as it is - already sits well
chorales,BWV_0707.gp5,Guitar I,Guitar I,506,67.9,5.7,17,45-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0707.gp5,Guitar II,Guitar IV,478,58.3,2.7,17,43-81,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0707.gp5,Guitar III,Guitar II,354,61.5,2.5,13,47-77,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0707.gp5,Guitar IV,Guitar III,111,60.9,1.8,10,50-74,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0707.gp5,Bass,Bass,109,47.5,5.7,10,40-53,left as it is - nothing lower fits without falling off the neck
chorales,BWV_0708.gp5,Guitar I,Guitar I,46,69.1,5.1,10,64-74,left as it is - already sits well
chorales,BWV_0708.gp5,Guitar II,Guitar II,52,62.7,1.4,4,59-66,left as it is - already sits well
chorales,BWV_0708.gp5,Guitar III,Guitar III,47,51.1,1.1,4,45-59,left as it is - already sits well
chorales,BWV_0708.gp5,Bass,Bass,55,43.2,3.0,7,36-50,left as it is - already sits well
chorales,BWV_0708a.gp5,Guitar I,Guitar I,38,69.2,5.2,10,66-74,left as it is - already sits well
